name	registration_no
CAKE 1ST MADAMIDULA HOTEL TRAINING CENTER	PV00263618
CAKE AND CAKE	PV00264636
CAKE BY BRICK LANE	PV106979
CAKE EXPLORER	PV00237053
CAKE JOURNEY	PV00246915
CAKE LOVERS	PV00229371
CAKE ROAD	PV00229681
CAKE TALKS	PV00214122
CAKE TECHNOLOGIES	PV84642
CAKE THEORY	PV00255658
CAKE TIME	PV00268809
CAKE VILLA	PV00279788
CAKEALICIOUS BY PINKY	PV00248433
CAKEFAB	PV00248228
CAKEFINITY AND ACADEMY	
CAKES & BAKES CAFE	PV115329
CAKES BY A.V	PV00231261
CAKES TWO POINT ZERO	PV00246650
CAKEZONE AND BAKING ACADEMY	PV00280335
