name	registration_no
WOW BOOKS	
WOW DEALS LANKA	PV00283958
WOW ENGLISH ACADEMY	
WOW EVENTS & PRODUCTIONS	PV116909
WOW GEMS	PV00263765
WOW HOMIES	PV00279767
WOW HOSTING	PV00219159
WOW LANKA HOLIDAYS	PV121372
WOW LANKA TRADING	PV00214100
WOW LIFESTYLES	PV00261660
WOW ME CEYLON	PV00272063
WOW ONLINE MARKET	PV00254207
WOW OSCAR FILM STUDIO	PV00221554
WOW PARTY PLAANING	PV80845
WOW PASTRY & BAKERY	PV91885
WOW PET INTERNATIONAL	PV00231627
WOW PRINT	
WOW ROLLED ICE CREAM	PV00282621
WOW TRAVELS	PV00276985
WOWBOOKS.LK	PV00296643
WOWCEYLON TRAVELS	PV00276874
WOWED AND DREAMY EVENTS	PV00296457
WOWFIXIT CEYLON	PV00208960
WOWLAND EVENTS AND P R	PV00283692
WOWSOLUTION	PV00282191
WOWSPACE CAMPUS	PV00282630
WOWTECH	PV00274818
