name	registration_no
ASOFT	PV66694
ASOKA DE MEL & CO.	PV89965
ASOKA DISTRIBUTORS	PV7323
ASOKA EDUCATIONAL FOUNDATION	PV68013
ASOKA EXPORTS	PV6904
ASOKA GLASS PROJECTS	PV114978
ASOKA INVESTMENTS	PV6391
ASOKA INVESTMENTS HOLDINGS	PV7957
ASOKA JAPANESE ELECTRONIC	PV128495
ASOKA JAYATHILAKA FOUNDATION	GA2066
ASOKA LAL PROPERTY DEVELOPMENT	PV20215
ASOKA MACHINE INDUSTRIES	PV00201099
ASOKA MULTINATIONAL	PV00261880
ASOKA PROPERTY HOLDINGS	PV6230
ASOKA SAWMILLS & TIMBER DEPOT	PV00212131
ASOKA TRADE CENTRE	PV5808
ASOKAS RADIO	PV82753
ASOL SCREEN PRINTERS	PV00201261
ASONS	PV9499
ASOX GLOBAL LANKA	PV00289104
