name	registration_no
AGA BUSINESS CONSULTANTS	PV104537
AGA COFFEE	PV00222770
AGA COFFEE ECO PLANTATION	PV00233601
AGA GLOBAL	PV00231303
AGA INTERNATIONAL	PV120160
AGAASA INVESTMENTS	PV127987
AGACIA CEYLON	PV00232212
AGAI INTERNATIONAL	PV00240775
AGAINSTLIGHT FILMS	PV00229743
AGAL BRIDAL AND BEAUTY CARE	PV00264954
AGALAWATTA RUBBER DEALERS	PV16811
AGALAWATTA SANASA SHARE HOLDERS TRUST COMPANY	PB4925
AGALAWATTE PLANTATIONS	PQ214
AGAM ENGINEERING GROUP	PV00230878
AGAMA HOLDINGS	PV00248209
AGAMPODI CONSTRUCTIONS	PV00211589
AGANA GROUP	PV00217216
AGANDAU HOUSE	PV00286564
AGANI	PV00228362
AGAPE DEVELOPERS	PV79768
AGAPE EXPORTS LANKA	PV00286296
AGAPE FOUNDATION	GA00233149
AGAPE HOLDINGS	PV00232947
AGAPE INFINITY	PV00228481
AGAPE INTERNATIONAL TRUST	
AGAPE MOTORS	PV94773
AGAPE SECRETARIAL SERVICES	PV66338
AGAPE TELECOM ENGINEERING	PV115511
AGAPE TRADING & COMMODITY	PV00284066
AGAR INFINITY CEYLON GROUP OF COMPANIES	PV00262544
AGARA DISTRIBUTION	PV00292505
AGARA LEISURE	PV124860
AGARAM ADMIN	PV00246456
AGARAPATANA PLANTATIONS	PQ00287376
AGARAV PUBLISHING & MEDIA  PRINTING HOUSE	PV00285650
AGARWOOD LANKA	PV97346
AGARWOOD LANKA PLANTATIONS AND HOLDINGS	PV00242652
AGARWOOD OIL LANKA	PV00258709
AGARWOOD PLANTATION COLOMBO	PV101041
AGASARA	PV70139
AGASARA BUSINESS HUB	PV00241406
AGASAS HOLDINGS	PV111730
AGASH TEXTILE INDUSTRIES	PV93320
AGASHAYAH PHARMA	PV107705
AGASTHI BUILDERS & PROPERTIES	PV00244212
AGASTHI CEYLON	PV00266779
AGASTHI GEMS & JEWELLERS	PV00252234
AGASTHIYAA TRAVELS AND TOURS	PV94245
AGASTHYA CRAFTS AND WEAVES	PV00254202
AGASTI JEWELS	PV3353
AGASTI MARKETING SOLUTIONS	PV130745
AGASTRA	
AGASTRA EVENTS	
AGATE GLOBAL	PV00242683
AGATE HOLDINGS	PV00265877
AGATE TECHNO SOLUTIONS	PV108805
AGATHA	PV00268527
AGATHA HOLDINGS	PV00276237
AGATHISI INTERNATIONAL	PV104322
AGAVE	PV00247211
AGAXE TECHNOLOGIES	PV00270044
AGAYA HOLDINGS	PV86171
AGAYA PROPERTY HOLDINGS	
AGAZ LANKA	PV129960
