name	registration_no
OASENBAUM	PV122121
OASES ASSOCIATES	PV18021
OASES JAPAN CORPORATIONS	PV00245420
OASIA INVESTMENTS	PV00255599
OASIS	PV17630
OASIS AGRO LANKA COMPANY	PV102860
OASIS AGRO SEEDS	PV16500
OASIS AGRO SERVICES	PV20171
OASIS AROMA	PV00235633
OASIS CAPITAL	PV00289720
OASIS CITY	PV60733
OASIS COLLGE OF BUSINESS & TECHNOLOGY	PV107990
OASIS CORPORATION	PV00296966
OASIS DEVELOPMENT LANKA	PV63575
OASIS ENTERPRISES	PV13790
OASIS EXPORTS AND IMPORTS	PV00236326
OASIS FOLIAGE COMPANY	PV15193
OASIS GIFT	PV102587
OASIS HILL CLUB	PV66690
OASIS HILL RESORT	PV00263724
OASIS INDUSTRIES	PV8389
OASIS INTERNATIONAL	PV9778
OASIS LANKA	PV00293012
OASIS MARKETING LANKA	PV70606
OASIS ONE GROUP	PV00259520
OASIS ORGANIC FARM	PV00255135
OASIS ORNAMENTAL FISH BROKERS	PV00288602
OASIS PHARMACEUTICALS AND MEDICAL EQUIPMENTS	PV60380
OASIS PROPERTY DEVELOPERS	PV12071
OASIS PUBS AND RESTAURANTS	PV00255600
OASIS RECRUITS	PV14746
OASIS RESIDENCE	PV130332
OASIS STAR LANKA	PV94749
OASIS STONE AND MINERALS	PV76809
OASIS TRANSPIRTATION SERVICES	PV124581
OASIS TRAVEL	PV68783
OASIS WINGS INTERNATIONAL	PV00219651
