name	registration_no
NIDA ENTERPRISES	PV109181
NIDA FOUNDATION	GA2182
NIDA IMPORTS AND EXPORTS	PV83469
NIDA LIGHTING	PV101605
NIDAHAS SEVAKA WARAYA	PV63912
NIDAHASA VILLA	PV9850
NIDANWELAWATTE ESTATE	PV00255164
NIDEK	PV00211829
NIDHA HOLYTOURS	PV119559
NIDHA TRAVELS	PV00226134
NIDHANE BAKEHOUSE	PV97913
NIDHANI   SALON  AND  SPA	PV00212121
NIDHANYA INTERNATIONAL	PV110073
NIDHEESH CONSTRUCTION	PV00239470
NIDHESH RAJ PROPERTY DEVELOPMENT	PV3117
NIDHESHRAJ RICE MILL	PV105208
NIDS DYEING	PV00255828
NIDS FABRIC	PV12950
NIDU PRODUCTS	PV00280693
