name	registration_no
ACAARA PROFESSIONALS	PV98710
ACACIA FABRICS	PV113770
ACACIA GARDEN	PV83549
ACACIA GENUS INVESTMENTS	PB5077
ACACIA OUTSOURCING	PV00259491
ACADAMIX	PV00287458
ACADEMIA INSTITUTE OF MANAGEMENT	PV122199
ACADEMIC ACCESS	PV75136
ACADEMIC MANAGEMENT SYSTEMS	PV79937
ACADEMICS GROUP VENTURES	PV00218073
ACADEMIYA GLOBAL	
ACADEMX LANKA	PV00257936
ACADEMY FOR COMPUTER TECHNOLOGY	PV69427
ACADEMY FOR I.C.T. TRAINING AND SKILLS DEVELOPMENT	GA00223485
ACADEMY FOR PROFESSIONAL AND INTERNATIONAL STUDIES	PV00209269
ACADEMY FOR SOCIAL CHANGE	PV77883
ACADEMY OF ADVANCED MANAGEMENT EDUCATION	PV20169
ACADEMY OF ADVANTURE	PV11916
ACADEMY OF ART AND DESIGN	PV00215524
ACADEMY OF BASIC MANAGEMENT EDUCATON	PV21688
ACADEMY OF BRITISH ENGLISH EDUCATION	PV86294
ACADEMY OF BUSINESS AND MARKETING	PV119368
ACADEMY OF BUSINESS ENGLISH	PB4915
ACADEMY OF BUSINESS STUDIES	PV12962
ACADEMY OF CEYLON STUDIES	PV00216189
ACADEMY OF COMMUNITY HEALTH PROMOTION	GL2094
ACADEMY OF DESIGN	PV17079
ACADEMY OF DILOVENS HOUSE	PV00280819
ACADEMY OF EDUCARE INTERNATIONAL	PV125633
ACADEMY OF ENGINEERING AND GREEN TECHN OLOGIES	PV118134
ACADEMY OF ENTREPRENEURSHIP AND INNOVATION	PV00250676
ACADEMY OF FINE ARTS	PV107188
ACADEMY OF FIRE ENGINEERING SCIENCE	PV00201350
ACADEMY OF HEALTH PROPESSIONALS	GA3279
ACADEMY OF HIGHER LEARNING CENTRE	PV103874
ACADEMY OF HOSPITALITY	PV00289266
ACADEMY OF INNOVATIVE MANAGEMENT SOLUTIONS	PV65589
ACADEMY OF INTERNATIONAL TRADE AND TRANSPORT	PV00286160
ACADEMY OF LANGUAGES CREATIVITY & TECHNOLOGY	PV00269938
ACADEMY OF LEARNING AND TEACHING ENGLISH COMMUNICATION	PV126163
ACADEMY OF MEDICAL SCIENCES	PV00238548
ACADEMY OF MODERN LEARNING	PV00208010
ACADEMY OF MULTIMEDIA DESIGN & TECHNOLOGY	PV71704
ACADEMY OF OPERATIONS &  SUPPLY CHAIN MANAGEMENT	
ACADEMY OF ORIENTAL SCIENCE AND TECHNOLOGY	PV00255826
ACADEMY OF PROFESSIONAL HOSPITALITY STUDIES	PV00218748
ACADEMY OF PROFESSIONAL STUDIES	PV10248
ACADEMY OF PSYCHOLOGICAL EDUCATION AND CONSULTANCIES	PV102380
ACADEMY OF SUPPLY CHAIN MANAGEMENT	PV114468
ACADEMY OF TECHNOLOGY AND  HEALTH CARE	PV00285441
ACADEMY OF TRAVEL & TOURISM	PV00235807
ACADEMY OF UNIVERSAL GLOBAL PEACE U S A	PV00207575
ACADEMY OF VOCATIONAL TRAINING AND EDUCATION	PV00271549
ACADUKA PROPERTY CONSULTANTS	PV62835
ACAL SYSTEMS	PV21019
ACAP STOCK BROKERS	PV74786
ACAPELLA	PV00212154
