name	registration_no
ACR TRADING	
ACRA GLOBAL HOLDINGS	PV00205664
ACRAVE	PV103652
ACRE	PV00274926
ACREAGE HOLDINGS	PV95828
ACREAT CONSTRUCTION	PV89708
ACREMA HOLDINGS	PV121590
ACRES & INVESTMENTS	PV98176
ACRES INTERNATIONAL	PV76196
ACRI STEEL BUILDERS	PV126229
ACRICH HOLDINGS	PV00240648
ACRIL HOLDINGS	PV113894
ACRO DINE CAFE & RESTAURANT	PV00290019
ACRO IMPORTERS	PV115884
ACRO WOOD FASHION	PV102039
ACROBAT BROTHERS	PV82782
ACROGLASS INDUSTRIES	PV14046
ACRON AGRICULTURE PRODUCTS & SERVICES	PV88855
ACRON REAL ESTATE DEVELOPMENT	PV108895
ACRON SERVICES	PV88441
ACRONYM LIVORGANIC	
ACROPOL RESTAURANT	PV98732
ACROSE PHARMACEUTICALS	PV85398
ACROSS  THE GLOBE CONSULTANCY	PV00233930
ACROSS CEYLON	PV00272015
ACROSS I P	PV78525
ACROSS LOGISTICS	PV120020
ACROX GLOBAL SOLUTIONS	PV129856
ACROZS INTERNATIONAL	PV00262520
ACROZS INTERNATIONAL EDUCATION AND MIGRATION	PV00269008
ACRUCIAL  TECHNOLOGIES	PV00239369
ACRUS AGRO	PV110490
ACRUS ASSETS	PV00211307
ACRUS FREIGHTERS	PV81368
ACRUS GEMS	PV00213262
ACRUS SAVE THE OCEAN	GL00267418
ACRUS SHIPPING	PV81652
ACRUS TRAVELS AND TOURS	PV92251
