name	registration_no
ALNA WATER SYSTEMS	NPVS40803
ANANDA PRESS	NPVS31284
AQUA GEO CONSULTANTS	NPVS48106
CEETEE INTERNATIONAL	NPVS22400
CEYLON TEA GARDENS	NPVS15327
DUMBARA FERTILIZERS	NPVS35441
ECO-GREEN INTERNATIONAL	NPVS26524
GEMCO	NPVS34158
HERITAGE SAPPHIRES	NPVS42442
HYSTYLE APPAREL (PRIVATE)	NPVS3371
LANKA KNITTERS	NPVS33164
MCMILLAN CEYLON MARKETING	NPVS38695
PET PACKAGING	NPVS13741
PIO MARINE	NPVS45181
Q-NET	NPVS9611
SAMINDU	NPVS9774
SELVAM TRADERS	NPVS31328
SERENDIB INSURANCE BROKERS	NPVS18562
SIEDLES INDUSTRIAL AGENCIES	NPVS14016
SILVER SHRIMPS	NPVS11267
STYLE APPAREL	NPVS47980
WAKISTA TRADE CENTRE	NPVS25822
WESTERN TRADING COMPANY	NPVS16673
