name	registration_no
AAA AGRI AND  SPICES EXPORTERS	PV00259866
AAA AUTO TRADING	PV00287332
AAA AUTO TRADING	PV00287332
AAA EXPORTS & IMPORTS	PV00264209
AAA GLOBALTECH	PV00280606
AAA GLOBALTECH	PV00280606
AAA INTER GLOBAL	
AAA INTERNATIONAL LANKA	PV00288222
AAA INTERNATIONAL LANKA	PV00288222
AAA MEDIA SOLUTION	PV00278366
AAA SMART	PV00261850
AAA SOLUTIONS	PV00269490
AAA SOLUTIONS	PV00269490
AAA TRAVELS & TOURS	PV00272961
AAASHU MARKETING	PV00248420
AABAR GLOBAL	PV00215997
AABAR THAIBA	PV00288046
AABIDHA GEMS	PV00288381
AABITH MOTORS	PV00289169
AACE CONSULTANTS	PV00266093
AACHE FOOD CENTER	PV00200471
AACHI MASALA FOODS	PV00253993
AACHI SUVAYOTRU	
AACHIE FOOD PRODUCTS	PV70501
AACKAR ASSOCIATES	PV00210104
AACO	PV00264801
AADAM BUILDERS	PV00235788
AADARE INTERNATIONAL	PV124311
AADARE INTERNATIONAL	PV124311
AADARE LANKA INTERNATIONAL	PV00211929
AADARE LANKA INTERNATIONAL	PV00211929
AADEE CEYLON	PV00275870
AADHAM MOTOR TRADING	PV00201093
AADHAVAN CONSTRUCTION	PV123329
AADHAVAN STORES	PV00246513
AADHI ENGINEERING	PV00281858
AADHINISHI FASHION	PV121795
AADHIRA HOLDINGS	PV00241350
AADHIRA HOLDINGS	PV00241350
AADHIT COMMISSIONS AGENT	PV124855
AADIVAASI	PV00204468
AADMI ENTERPRISES	PV00278706
AADNA JEWELLERY	PV126717
AADYA CURVES GROUP OF COMPANIES	PV00222699
AADYAH CREATIONS	PV92430
AADYAONE VENTURES	PV00279586
AAFIA HOLDINGS	PV00243848
AAFIYA JAPAN	PV00280600
AAGEMEDI TRADING	PV00228493
AAGNA NATURALS	PV00280499
AAGRA HOLDINGS LANKA	PV00236185
AAH HOLDINGS	PV00262404
AAHAARAM MINI MART	PV00267809
AAHAARAM TRADING	PV00237153
AAHANYA BABY MALL	PV00283035
AAHEEL AHAMED CONSTRUCTIONS	
AAHIL GEMS	PV00235385
AAHIL MOTORS	PV00235792
AAHIL TRADING	PV00272378
AAICO PROPERTY DEVELOPMENT	PB493
AAIMA PROPERTIES TRADING	PV122497
AAISH LANKA	PV87626
AAISHA INTERNATIONAL	PV00228729
AAIVU FOUNDATION	GL00281829
AAK ACE SECURITY & MANPOWER SERVICES	PV74951
AAK INTERNATIONAL	PV00285595
AAKAAS CEYLON INVESTMENT	PV107349
AAKARSHA HOLDINGS	PV94255
AAKASH ASIA CEYLON	PV92313
AAKASH CLEAN ENERGY LANKA	PV91277
AAKASH GROUP ADMINISTRATION SERVICES	PV123426
AAKASH HOTELS AND RESORTS LANKA	PV91252
AAKASH PLANTATION	PV93252
AAKASH PROPERTY DEVELOPERS	PV93256
AAKASH PROPERTY DEVELOPERS	PV93256
AAKAZ MANPOWER GROUP	PV00232946
AAKEY COLLECTION	PV00246230
AAKIF TRADING COMPANY	PV19275
AAKRYATI	PV81497
AAKRYATI	PV81497
AAKSHRIGA	PV00229061
AAL AGRO	PV00270984
AALA COSMETICS	PV00264694
AALAAP STUDIOS	PV103144
AALAKAMANDAA RESORTS AND SPAS	PV84431
AALAKAMANDAWA HOLIDAY RESORT	PV108529
AALAKNI TRADING COMPANY	PV61252
AALAKNI TRADING COMPANY	PV61252
AALAM HOLDINGS	PV64294
AALAM STUDENT & MIGRATION SERVICES	PV00226843
AALAYA COCONUT OIL FACTORY	PV00287652
AALIYA EXPORTS INTERNATIONAL	PV00207938
AALIYA EXPORTS INTERNATIONAL	PV00207938
AALIYA HOLDINGS	PV00226027
AALIYA SERANDIB EXPORT	PV104821
AALIYA TRADING	PV00229377
AALIYA TRADING	PV00229377
AALIYA TRAVELS & TOURS	PV80589
AALIYAH FASHION	PV00214749
AALIYAH IMPEX	PV00259939
AALIYAH INTERNATIONAL	PV84577
AALIZA INTERNATIONAL	PV00262983
AALYA ACC HOLDINGS	PV116118
AALYAH  JASWEE INTERNATIONAL	PV00274565
AALYS HOLDINGS	PV00231120
AALYS HOLDINGS	PV00231120
AAMAA INTERNATIONAL LANKA	PV00250294
AAMANEY EXPORTS	PV00265389
AAMANTHAA BOUTIQUE HOTELS	PV105427
AAMANYA TRADING	PV00203943
AAMINA RICE PRODUCTS	PV00253301
AAMINA TRADING	PV00272298
AAMIR ALI ENTERPRISES	PV00225953
AAMIR LANKA TRAVELS AND TOURS	PV126322
AANANTHAM VENTURES	PV89593
AANIQ LANKA	PV00244498
AANISH GLOBAL	PV00266556
AANISHA ENTERPRISES	PV90766
AANIVER PRODUCTS	
AANRIKA SEAFOOD ENTERPRISES	PV00263171
AANS LANKA HOLDINGS	PV00264933
AANYA AGRO CEYLON	PV00255235
AANYA FASHIONS	PV00257509
AANYA HOLDINGS	PV00210132
AANYA M.G. INTERNATIONAL	PV123096
AAPELI HOLDINGS	PV00219956
AAPPROACH IT 247	PV00276778
AAPPSESOFT TECHNOLOGY	PV116514
AAQUIB INTERNATOINAL	PV00245670
AARA CERAMICS	PV117400
AARA CERAMICS	PV117400
AARA COSMETICS	PV00258019
AARA ENERGIES	PV114300
AARA ENGINEERING CO	PV00288310
AARA ENTERPRISES	PV00289160
AARA GLOBAL	
AARA INDUSTRIES	PV90223
AARA INDUSTRIES	PV90223
AARA INDUSTRIES	PV90223
AARA INTERNATIONAL LANKA	PV102621
AARA LANKA TRADING	PV00236471
AARA LANKA TRADING	PV00236471
AARAA ENTERTAINMENT	PV00265339
AARAD DESIGN AND MARKETING	PV00244045
AARADHANAA PRODUCTIONS	PV00226193
AARADHYA CREATIONS	PV00222002
AARADHYA CREATIONS	PV00222002
AARADHYA ENTERPRISES	PV92713
AARADHYA LINK	PV00225369
AARADHYA RESORTS	PV00283489
AARADHYA VACATIONS	PV00252861
AARADHYA VILLAS	PV108368
AARAM T V	PV00227374
AARAUWIN EXCHANGE LANKA	PV78863
AARC CORPORATION	PV118413
AARC EDUCATION ALLIANCE	PV124744
AARC EDUCATION ALLIANCE	PV124744
AARC GLOBAL TRUST GROUP	PV127357
AARC INVESTMENT	PV122429
AARCHANA AKURUGODA	PV00270801
AARCO	PV8285
AARCO REAL ESTATE	PV00207427
AAREYA GLOBAL	PV00244679
AARI EMBROIDERY COLOMBO	PV00259326
AARI EMBROIDERY COLOMBO	PV00259326
AARIC TECHNOLOGIES HOLDINGS	PV86233
AARISH GEM & JEWELLERS	PV00285955
AARIYAN CREATIONS	PV00211822
AARK INTERNATIONAL HOLDINGS CO .	PV90438
AARK SWAY	PV112680
AARK TRADING	PV89622
AARK TRADING	PV89622
AARKEY SOLUTIONS	PV99787
AARKEY TRADING	PV98949
AARKH ENGINEERING & CONSULTANCY	PV00239096
AARKING ENGINEERING	PV4778
AARNA EASTERN LANKA	PV00278602
AAROGA HERBAL SLIMMING & BEAUTY PRODUCTS	PV94223
AAROGYA LANKA	PV00254811
AAROGYA LANKA	PV00254811
AAROGYA LANKA	PV00254811
AARON & AIDEN HOLDINGS	PV00289383
AARON BEACH VILLA	PV97422
AARON BEACH VILLA	PV97422
AARON BUILDERS	PV00251506
AARON GLOVES	PV119433
AARON GLOVES	PV119433
AARON HOLDINGS	PV116991
AARON J P LIFE SCIENCE	PV00268499
AARON J P LIFE SCIENCE	PV00268499
AARON J P LIFE SCIENCE	PV00268499
AARON TECHNOLOGY	PV20378
AAROOH	PV00252990
AAROOH	PV00252990
AARROW LINKS CLOTHING COMPANY	PV00268820
AARROW LINKS CLOTHING COMPANY	PV00268820
AARSH INTERNATIONAL TRADING	PV00216638
AART OF ACCESSORIES	PV00249015
AARTHY H Q C	PV00228454
AARTHY H Q C	PV00228454
AARTHY H Q C	PV00228454
AARTI	
AARUNYA NATURE RESORT AND SPAS	PV00202938
AARUTH FOOD CITY	PV00277249
AARUTH FOOD CITY	PV00277249
AARUTH FOOD CITY	PV00277249
AARUTHAL	GA642
AARUTHRAA	PV84146
AARUTHRAA	PV84146
AARY MEDIA ZONE	PV101124
AARYA CATERERS	PV00245857
AARYA DESTINATIONS	PV80277
"AARYA ELDERS"" HOME"	PV00262062
"AARYA ELDERS"" HOME"	PV00262062
AARYA EXPORTS	PV00245956
AARYA FASHION	PV00225328
AARYA FASHION	PV00225328
AARYA HOTEL	PV92886
AARYA LANKA FOUNDATION	GA2988
AARYA LANKA FOUNDATION	GA2988
AARYA LANKA FOUNDATION	GA2988
AARYA REALTY	PV122087
AARYA TRADING	PV00255597
AARYA TRADING	PV00255597
AARYA VILLA BOLGODA	PV96378
AARYA WILD	PV98456
AARYAA DESIGN	PV117828
AARYAA DESIGN	PV117828
AARYAN HOMES AND CONSTRUCTIONS	PV00259535
AARYAN HOMES AND CONSTRUCTIONS	PV00259535
AARYAN ONE	PV00285782
AARYENS INTERNATIONAL	PV00202012
AAS HOLDING TRAVELS & TOURS	PV00253898
AAS HOLDING TRAVELS & TOURS	PV00253898
AASAI AMMA FOUNDATION	GA3251
AASGARD SPORTS	PV00253567
AASH	
AASHA HONDLOOM	PV110855
