name	registration_no
DAY & MOOD	PV00265764
DAY & NIGHT	PV14120
DAY & WEEKLY CREDIT	PV00253008
DAY 2 DAY	PV94726
DAY 28	PV00238148
DAY CARE PLAY GROUP AND MONTESSORY FOR CHILDREN	PV90400
DAY COLORS	PV64891
DAY DAY UP	PV00287882
DAY LIGHT ENTERPRISES	PV00284561
DAY PLUS INFORMATICS	PV85339
DAY TO DAY COLOMBO	PV131807
DAYA APPAREL ASIA	PV00229097
DAYA APPAREL EXPORT	PV7580
DAYA ASPHALT CONCRETE MANUFACTURERS	PV4707
DAYA AUTHORISED MONEY CHANGER	PV17318
DAYA CONSULTANTS	PV00252674
DAYA CONSUMER ELECTRONICS	PV118603
DAYA GROUP	PV9163PB
DAYA HOLIDAYS	PV80480
DAYA IMPORTS & EXPORTS	PV69026
DAYA INVESTMENTS	PV80797
DAYA METAL	PV4708
DAYA MOTORS	PV00248367
DAYA PLASTICS AND ENGINEERING	PV9490
DAYA POWER SOLUTIONS	PV99430
DAYA SAFARI JEEP SERVICE	PV00262838
DAYA SARANA DEVELOPMENT FOUNDATION	GA143
DAYA SHIPPING	PV6425
DAYA SOLUTION INTERNATIONAL LANKA	PV00213336
DAYA SRI AUTO TECH 	PV105701
DAYA TRADING COMPANY	PV4978
DAYA TRANSPORTERS	PV4979
DAYA VARNAMANA	PV00229184
DAYA'S AGRO & HORTICULTURE	PV00212697
DAYAGAMA CONSOLIDATED	PV00229235
DAYAGAMA TEA	PV00236072
DAYAL HOLIDAY TOURS	PV131890
DAYAN	PV17716
DAYAN PLAZA	PV60001
DAYAN RAMESH MEDIA	PV00231692
DAYANANDA TRADING	PV13906
DAYANI EXPORT LANKA	PV00257720
DAYANI TRADE CENTER	PV19766
DAYANTHA TRADING COMPANY	PV78768
DAYAPRIYA TRAVELS & TOURS	
DAYARA APPAREL EXPORTS	PV3455
DAYARA AUTO ENGINEERS	PV00240883
DAYARA AUTOMOBILES	PV60366
DAYARATHNA CORPORATION	PV00223016
DAYARATHNA FLORAL & FUNERAL DIRECTORS	PV13029
DAYARATHNE APPAREL SOLUTIONS	PV101627
DAYARATHNE COCONUT	PV00279005
DAYARATNE AND COMPANY	PV6306
DAYARATNE HOLDINGS	PV77491
DAYARATNE NUGEGODA	PV70351
DAYARATNE SEEDUWA	PV69689
DAYARUPA HOLDINGS	PV121823
DAYASIRI FARM	PV86133
DAYASIRI GARMENTS INDUSTRIES	PV16073
DAYASIRI JAYASEKARA ASSOCIATES	PV75765
DAYASRI TRADING COMPANY	PV20453
DAYATOURS INTERNATIONAL	PV73065
DAYAZ FOODS	PV00256648
DAYBRIDGE INTERNATIONAL	PV95192
DAYCHIN CEYLON TEA	PV00240363
DAYDREAM	PV00201288
DAYEOJIN AUTOPARTS	PV00295074
DAYLAN	PV15462
DAYLIGHT IMPEX	PV00221089
DAYLIGHT SPARKS	PV00224386
DAYLILY	PV00286109
DAYMO HOLDINGS LANKA	PV116936
DAYNEED CEYLON GROUP	PV00279336
DAYONE ORGANIC	PV00243159
DAYS IN PEARL TOURS & TRAVELS	PV97244
DAYSHINE HOMES	PV64358
DAYSIP IMPEX	PV00235837
DAYSPRING	PV00268323
DAYSPRING INTERNATIONAL	PV00280149
DAYSTAR	NF141
DAYTON SOLAR SOLUTIONS	PV00234028
DAYTONA ENERGY	PV96298
DAYTRIPTO	PV00246980
DAYWOOD INTERIOR	PV16946
DAYYA PRODUCTS	PV00244579
DAYZ SOLUTIONS	PV00253685
